1985-05-23,International Day to End Obstetric Fistula,United Nations observance
1985-05-24,Pentecost,Christian
1985-05-24,Shavuot,Jewish holiday
1985-05-25,Whit Monday,Christian
1985-05-25,African Liberation Day,Worldwide observance
1985-05-25,Towel Day,Worldwide observance
1985-05-25,Memorial Day,National holiday
1985-05-25,Jefferson Davis Birthday,Local observance
1985-05-25,National Missing Children's Day,Observance
1985-05-29,International Day of United Nations Peacekeepers,United Nations observance
1985-05-31,Trinity Sunday,Christian
1985-05-31,World No Tobacco Day,United Nations observance
1985-06-01,Global Day of Parents,United Nations observance
1985-06-01,Day of Vesak,United Nations observance
1985-06-01,Statehood Day,Local observance
1985-06-01,Jefferson Davis Birthday,State holiday
1985-06-03,Jefferson Davis Birthday,Local observance
1985-06-04,Corpus Christi,Christian
1985-06-04,International Day of Innocent Children Victims of Aggression,United Nations observance
1985-06-05,World Environment Day,United Nations observance
1985-06-06,D-Day,Observance
1985-06-08,World Oceans Day,United Nations observance
1985-06-11,Kamehameha Day,State holiday
1985-06-12,World Day Against Child Labour,United Nations observance
1985-06-14,World Blood Donor Day,United Nations observance
1985-06-14,Flag Day,Observance
1985-06-15,World Elder Abuse Awareness Day,United Nations observance
1985-06-17,World Day to Combat Desertification and Drought,United Nations observance
1985-06-17,Bunker Hill Day,State holiday
1985-06-18,Ramadan starts,Muslim
1985-06-19,Juneteenth,Local observance
1985-06-19,Emancipation Day,State holiday
1985-06-20,World Refugee Day,United Nations observance
1985-06-20,West Virginia Day,State holiday
1985-06-21,June Solstice,Season
1985-06-21,Fathers' Day,Observance
1985-06-23,Public Service Day,United Nations observance
1985-06-23,International Widows' Day,United Nations observance
1985-06-25,Day of the Seafarer,United Nations observance
1985-06-26,International Day Against Drug Abuse and Illicit Trafficking,United Nations observance
1985-06-26,International Day in Support of Victims of Torture,United Nations observance
1985-07-03,Independence Day observed,National holiday
1985-07-04,International Day of Cooperatives,United Nations observance
1985-07-04,Independence Day,National holiday
1985-07-11,World Population Day,United Nations observance
1985-07-13,Lailat al-Qadr,Muslim
1985-07-18,Eid al-Fitr,Muslim
1985-07-18,Nelson Mandela Day,United Nations observance
1985-07-22,Pi Approximation Day,Worldwide observance
1985-07-24,Pioneer Day,State holiday
1985-07-26,Tisha B'Av,Jewish holiday
1985-07-26,Parents' Day,Observance
1985-07-28,World Hepatitis Day,United Nations observance
1985-07-30,International Day of Friendship,United Nations observance
1985-08-01,Colorado Day,Local observance
1985-08-09,International Day of the World's Indigenous People,United Nations observance
1985-08-10,Victory Day,State holiday
1985-08-12,International Youth Day,United Nations observance
1985-08-15,Assumption of Mary,Christian
1985-08-16,Bennington Battle Day,State holiday
1985-08-17,Bennington Battle Day observed,State holiday
1985-08-19,World Humanitarian Day,United Nations observance
1985-08-19,National Aviation Day,Observance
1985-08-21,Statehood Day in Hawaii,State holiday
1985-08-21,Senior Citizens Day,Observance
1985-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,United Nations observance
1985-08-26,Women's Equality Day,Observance
1985-08-27,Lyndon Baines Johnson Day,State holiday
1985-08-29,International Day against Nuclear Tests,United Nations observance
1985-08-30,International Day of the Victims of Enforced Disappearances,United Nations observance
1985-08-31,International Overdose Awareness Day,Worldwide observance
1985-09-04,World Sexual Health Day,Worldwide observance
1985-09-05,International Day of Charity,United Nations observance
1985-09-07,Labor Day,National holiday
1985-09-08,International Literacy Day,United Nations observance
1985-09-09,California Admission Day,Local observance
1985-09-10,World Suicide Prevention Day,United Nations observance
1985-09-11,Patriot Day,Observance
1985-09-12,International Day for South-South Cooperation,United Nations observance
1985-09-12,Carl Garner Federal Lands Cleanup Day,Observance
1985-09-13,International Programmers' Day,Worldwide observance
1985-09-13,National Grandparents Day,Observance
1985-09-14,Rosh Hashana,State holiday
1985-09-14,Rosh Hashana,Jewish holiday
1985-09-15,International Day of Democracy,United Nations observance
1985-09-16,International Day for the Preservation of the Ozone Layer,United Nations observance
1985-09-17,Constitution Day and Citizenship Day,Observance
1985-09-18,National POW/MIA Recognition Day,Observance
1985-09-19,International Talk Like a Pirate Day,Worldwide observance
1985-09-21,International Day of Peace,United Nations observance
1985-09-22,Emancipation Day,Local observance
1985-09-23,Yom Kippur,State holiday
1985-09-23,Yom Kippur,Jewish holiday
1985-09-23,September equinox,Season
1985-09-23,International Celebrate Bisexuality Day,Worldwide observance
1985-09-24,Eid al-Adha,Muslim
1985-09-24,World Maritime Day,United Nations observance
1985-09-25,Native Americans' Day,Local observance
1985-09-26,World Day against Trafficking Persons,United Nations observance
1985-09-26,International Day for the Total Elimination of Nuclear Weapons,United Nations observance
1985-09-27,World Tourism Day,United Nations observance
1985-09-27,Gold Star Mother's Day,Observance
1985-09-28,First Day of Sukkot,Jewish holiday
1985-09-28,World Rabies Day,United Nations observance
1985-09-29,World Heart Day,United Nations observance
1985-10-01,International Day of Older Persons,United Nations observance
1985-10-01,World Vegetarian Day,Worldwide observance
1985-10-02,International Day of Non-Violence,United Nations observance
1985-10-04,Feast of St Francis of Assisi,Christian
1985-10-04,Last Day of Sukkot,Jewish holiday
1985-10-05,Shmini Atzeret,Jewish holiday
1985-10-05,World Teachers' Day,United Nations observance
1985-10-05,World Habitat Day,United Nations observance
1985-10-05,Child Health Day,Observance
1985-10-06,Simchat Torah,Jewish holiday
1985-10-07,World Cerebral Palsy Day,Worldwide observance
1985-10-08,World Sight Day,United Nations observance
1985-10-09,World Post Day,United Nations observance
1985-10-09,Leif Erikson Day,Observance
1985-10-10,World Mental Health Day,United Nations observance
1985-10-11,International Day of the Girl Child,United Nations observance
1985-10-12,Columbus Day,Local observance
1985-10-12,Columbus Day,National holiday
1985-10-12,Native Americans' Day,Local observance
1985-10-12,Indigenous People's Day,Local observance
1985-10-14,International Day for Natural Disaster Reduction,United Nations observance
1985-10-15,Muharram,Muslim
1985-10-15,International Day of Rural Women,United Nations observance
1985-10-15,White Cane Safety Day,Observance
1985-10-16,World Food Day,United Nations observance
1985-10-16,Boss's Day,Observance
1985-10-17,International Day for the Eradication of Poverty,United Nations observance
1985-10-18,Alaska Day,State holiday
1985-10-19,Alaska Day observed,State holiday
1985-10-24,United Nations Day,United Nations observance
1985-10-24,World Development Information Day,United Nations observance
1985-10-27,World Day for Audiovisual Heritage,United Nations observance
1985-10-29,World Stroke Day,Worldwide observance
1985-10-30,Nevada Day,State holiday
1985-10-31,Halloween,Observance
1985-11-01,All Saints' Day,Christian
1985-11-01,Daylight Saving Time ends,Clock change/Daylight Saving Time
1985-11-01,World Vegan Day,Worldwide observance
1985-11-02,All Souls' Day,Christian
1985-11-02,International Day to End Impunity for Crimes against Journalists,United Nations observance
1985-11-03,Election Day,State holiday
1985-11-06,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,United Nations observance
1985-11-10,World Science Day for Peace and Development,United Nations observance
1985-11-11,Veterans Day,National holiday
1985-11-11,Diwali/Deepavali,Observance
1985-11-12,World Pneumonia Day,United Nations observance
1985-11-13,Friday the 13th,Worldwide observance
1985-11-14,World Diabetes Day,United Nations observance
1985-11-15,World Day of Remembrance for Road Traffic Victims,United Nations observance
1985-11-16,International Day for Tolerance,United Nations observance
1985-11-17,World Prematurity Day,Worldwide observance
1985-11-19,World Philosophy Day,United Nations observance
1985-11-19,World Toilet Day,United Nations observance
1985-11-19,International Men's Day,Worldwide observance
1985-11-20,Universal Children's Day,United Nations observance
1985-11-20,Africa Industrialization Day,United Nations observance
1985-11-21,World Television Day,United Nations observance
1985-11-25,International Day for the Elimination of Violence against Women,United Nations observance
1985-11-26,Thanksgiving Day,National holiday
1985-11-27,Robert E Lee's Birthday,State holiday
1985-11-27,Presidents' Day,State holiday
1985-11-27,Lincoln's Birthday/Lincoln's Day,State holiday
1985-11-27,Black Friday,State holiday
1985-11-27,American Indian Heritage Day,State holiday
1985-11-29,First Sunday of Advent,Christian
1985-11-29,International Day of Solidarity with the Palestinian People,United Nations observance
1985-11-30,Cyber Monday,Observance
1985-12-01,World AIDS Day,United Nations observance
1985-12-02,International Day for the Abolition of Slavery,United Nations observance
1985-12-03,International Day of Persons with Disabilities,United Nations observance
1985-12-05,International Volunteer Day for Economic and Social Development,United Nations observance
1985-12-05,World Soil Day,United Nations observance
1985-12-06,St Nicholas' Day,Observance
1985-12-07,Chanukah/Hanukkah (first day),Jewish holiday
1985-12-07,International Civil Aviation Day,United Nations observance
1985-12-07,Pearl Harbor Remembrance Day,Observance
1985-12-08,Feast of the Immaculate Conception,Christian
1985-12-09,International Anti-Corruption Day,United Nations observance
1985-12-10,Human Rights Day,United Nations observance
1985-12-11,International Mountain Day,United Nations observance
1985-12-12,Feast of Our Lady of Guadalupe,Observance
1985-12-14,Last Day of Chanukah,Jewish holiday
1985-12-17,Pan American Aviation Day,Observance
1985-12-17,Wright Brothers Day,Observance
1985-12-18,International Migrants Day,United Nations observance
1985-12-18,Arabic Language Day,United Nations observance
1985-12-20,International Human Solidarity Day,United Nations observance
1985-12-22,December Solstice,Season
1985-12-24,The Prophet's Birthday,Muslim
1985-12-24,Christmas Eve,State holiday
1985-12-24,Christmas Eve,Cristian Observance
1985-12-24,Washington's Birthday,State holiday
1985-12-25,Christmas Day,National holiday
1985-12-26,Kwanzaa (until Jan 1),Observance
1985-12-26,Day After Christmas Day,Observance
1985-12-26,Day After Christmas Day,State holiday
1985-12-31,New Year's Eve,Observance
1985-12-31,New Year's Eve,State holiday
1986-01-01,New Year's Day,National holiday
1986-01-03,The Prophet's Birthday,Muslim
1986-01-04,World Braille Day,Worldwide observance
1986-01-06,Epiphany,Christian
1986-01-07,Orthodox Christmas Day,Orthodox
1986-01-07,International Programmers' Day,Worldwide observance
1986-01-13,Stephen Foster Memorial Day,Observance
1986-01-14,Orthodox New Year,Orthodox
1986-01-16,Lee Jackson Day,State holiday
1986-01-18,World Religion Day,Worldwide observance
1986-01-19,Martin Luther King Day,National holiday
1986-01-19,Robert E Lee's Birthday,State holiday
1986-01-19,Robert E Lee's Birthday,State holiday
1986-01-19,Confederate Memorial Day,State holiday
1986-01-19,Idaho Human Rights Day,State holiday
1986-01-19,Civil Rights Day,State holiday
1986-01-25,World Leprosy Day,Worldwide observance
1986-01-26,International Customs Day,Worldwide observance
1986-01-27,International Day of Commemoration in Memory of the Victims of the Holocaust,United Nations observance
1986-01-27,e-Day,Worldwide observance
1986-01-29,Kansas Day,Observance
1986-02-01,National Freedom Day,Observance
1986-02-02,World Wetlands Day,Worldwide observance
1986-02-02,Groundhog Day,Observance
1986-02-04,Tu Bishvat/Tu B'Shevat,Jewish holiday
1986-02-04,World Cancer Day,United Nations observance
1986-02-04,Rosa Parks Day,Local observance
1986-02-06,International Day of Zero Tolerance to Female Genital Mutilation,United Nations observance
1986-02-06,National Wear Red Day,Observance
1986-02-07,e-Day,Worldwide observance
1986-02-11,World Day of the Sick,Worldwide observance
1986-02-12,Lincoln's Birthday,State holiday
1986-02-12,Lincoln's Birthday,Local observance
1986-02-13,World Radio Day,United Nations observance
1986-02-13,Friday the 13th,Worldwide observance
1986-02-14,Valentine's Day,Observance
1986-02-15,Susan B Anthony's Birthday,Local observance
1986-02-16,Presidents' Day (Washington's Birthday),National holiday
1986-02-16,Daisy Gatson Bates Day,State holiday
1986-02-17,Shrove Tuesday/Mardi Gras,Local observance
1986-02-17,Shrove Tuesday/Mardi Gras,State holiday
1986-02-17,Shrove Tuesday/Mardi Gras,Observance
1986-02-18,Ash Wednesday,Christian
1986-02-19,Chinese New Year,Observance
1986-02-20,World Day of Social Justice,United Nations observance
1986-02-21,International Mother Language Day,United Nations observance
1986-02-28,Linus Pauling Day,Local observance
1986-03-01,Zero Discrimination Day,United Nations observance
1986-03-01,Self-injury Awareness Day,Worldwide observance
1986-03-01,St. David's Day,Observance
1986-03-02,Texas Independence Day,State holiday
1986-03-02,Casimir Pulaski Day,State holiday
1986-03-02,Read Across America Day,Observance
1986-03-03,World Wildlife Day,United Nations observance
1986-03-03,Town Meeting Day Vermont,State holiday
1986-03-05,Purim,Jewish holiday
1986-03-06,Employee Appreciation Day,Observance
1986-03-08,Daylight Saving Time starts,Clock change/Daylight Saving Time
1986-03-08,International Women's Day,United Nations observance
1986-03-12,World Kidney Day,Worldwide observance
1986-03-13,Friday the 13th,Worldwide observance
1986-03-14,Pi Day,Worldwide observance
1986-03-17,St. Patrick's Day,Observance
1986-03-17,Evacuation Day,State holiday
1986-03-20,March equinox,Season
1986-03-20,International Day of Happiness,United Nations observance
1986-03-21,International Day for the Elimination of Racial Discrimination,United Nations observance
1986-03-21,World Poetry Day,United Nations observance
1986-03-21,International Day of Nowruz,United Nations observance
1986-03-21,World Down Syndrome Day,United Nations observance
1986-03-21,International Day of Forests,United Nations observance
1986-03-22,World Water Day,United Nations observance
1986-03-23,World Meteorological Day,United Nations observance
1986-03-24,World Tuberculosis Day,United Nations observance
1986-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,United Nations observance
1986-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,United Nations observance
1986-03-25,International Day of Solidarity with Detained and Missing Staff Members,United Nations observance
1986-03-25,Maryland Day,Local observance
1986-03-26,Prince Jonah Kuhio Kalanianaole Day,State holiday
1986-03-28,Earth Hour,Worldwide observance
1986-03-29,Palm Sunday,Christian
1986-03-30,Seward's Day,State holiday
1986-03-31,César Chávez Day,State holiday
1986-04-01,April Fool's Day,Worldwide observance
1986-04-02,Maundy Thursday,Christian
1986-04-02,World Autism Awareness Day,United Nations observance
1986-04-02,Pascua Florida Day,Local observance
1986-04-03,Good Friday,State holiday
1986-04-04,Holy Saturday,Christian
1986-04-04,Passover (first day),Jewish holiday
1986-04-04,United Nations' Mine Awareness Day,United Nations observance
1986-04-05,Easter Sunday,Cristian Observance
1986-04-06,International Day of Sport for Development and Peace,United Nations observance
1986-04-06,Easter Monday,Christian
1986-04-06,National Tartan Day,Observance
1986-04-07,United Nations' World Health Day,United Nations observance
1986-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,United Nations observance
1986-04-10,Orthodox Good Friday,Orthodox
1986-04-11,Last Day of Passover,Jewish holiday
1986-04-11,Orthodox Holy Saturday,Orthodox
1986-04-12,Orthodox Easter,Orthodox
1986-04-12,International Day of Human Space Flight,United Nations observance
1986-04-13,Orthodox Easter Monday,Orthodox
1986-04-13,Thomas Jefferson's Birthday,Observance
1986-04-15,Yom HaShoah,Jewish holiday
1986-04-15,Tax Day,Observance
1986-04-15,Father Damien Day,Local observance
1986-04-16,Emancipation Day,State holiday
1986-04-17,Global Youth Service Day,Worldwide observance
1986-04-18,International Day for Monuments and Sites,Worldwide observance
1986-04-20,Chinese Language Day,United Nations observance
1986-04-20,Patriot's Day,State holiday
1986-04-21,San Jacinto Day,State holiday
1986-04-21,National Library Workers' Day,Observance
1986-04-22,Earth Day,Worldwide observance
1986-04-22,Oklahoma Day,Local observance
1986-04-22,Administrative Professionals Day,Observance
1986-04-23,Yom Ha'atzmaut,Jewish holiday
1986-04-23,World Book and Copyright Day,United Nations observance
1986-04-23,English Language Day,United Nations observance
1986-04-23,Take our Daughters and Sons to Work Day,Observance
1986-04-24,Arbor Day,State holiday
1986-04-25,World Malaria Day,United Nations observance
1986-04-26,World Intellectual Property Day,United Nations observance
1986-04-26,Confederate Memorial Day,Local observance
1986-04-27,Confederate Memorial Day,State holiday
1986-04-27,Confederate Memorial Day,State holiday
1986-04-28,World Day for Safety and Health at Work,United Nations observance
1986-04-29,Day of Remembrance for all Victims of Chemical Warfare,United Nations observance
1986-04-30,International Jazz Day,United Nations observance
1986-05-01,Law Day,Observance
1986-05-01,Loyalty Day,Observance
1986-05-02,National Explosive Ordnance Disposal (EOD) Day,Observance
1986-05-03,World Press Freedom Day,United Nations observance
1986-05-04,Rhode Island Independence Day,Local observance
1986-05-05,Cinco de Mayo,Observance
1986-05-05,Primary Election Day Indiana,State holiday
1986-05-06,National Nurses Day,Observance
1986-05-07,Lag BaOmer,Jewish holiday
1986-05-07,National Day of Prayer,Observance
1986-05-08,Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War,United Nations observance
1986-05-08,World Ovarian Cancer Day,Worldwide observance
1986-05-08,Truman Day,State holiday
1986-05-09,World Migratory Bird Day,United Nations observance
1986-05-10,Mothers' Day,Observance
1986-05-10,Confederate Memorial Day,Local observance
1986-05-10,Confederate Memorial Day,State holiday
1986-05-11,Confederate Memorial Day observed,State holiday
1986-05-14,Ascension Day,Christian
1986-05-15,International Day of Families,United Nations observance
1986-05-15,Peace Officers Memorial Day,Observance
1986-05-15,National Defense Transportation Day,Observance
1986-05-16,Isra and Mi'raj,Muslim
1986-05-16,Armed Forces Day,Observance
1986-05-17,World Information Society Day,United Nations observance
1986-05-20,World Autoimmune Arthritis Day,Worldwide observance
1986-05-20,Emergency Medical Services for Children Day,Observance
1986-05-21,World Day for Cultural Diversity for Dialogue and Development,United Nations observance
1986-05-22,International Day for Biological Diversity,United Nations observance
1986-05-22,National Maritime Day,Observance
1986-05-22,Harvey Milk Day,Local observance
1986-05-23,International Day to End Obstetric Fistula,United Nations observance
1986-05-24,Pentecost,Christian
1986-05-24,Shavuot,Jewish holiday
1986-05-25,Whit Monday,Christian
1986-05-25,African Liberation Day,Worldwide observance
1986-05-25,Towel Day,Worldwide observance
1986-05-25,Memorial Day,National holiday
1986-05-25,Jefferson Davis Birthday,Local observance
1986-05-25,National Missing Children's Day,Observance
1986-05-29,International Day of United Nations Peacekeepers,United Nations observance
1986-05-31,Trinity Sunday,Christian
1986-05-31,World No Tobacco Day,United Nations observance
1986-06-01,Global Day of Parents,United Nations observance
1986-06-01,Day of Vesak,United Nations observance
1986-06-01,Statehood Day,Local observance
1986-06-01,Jefferson Davis Birthday,State holiday
1986-06-03,Jefferson Davis Birthday,Local observance
1986-06-04,Corpus Christi,Christian
1986-06-04,International Day of Innocent Children Victims of Aggression,United Nations observance
1986-06-05,World Environment Day,United Nations observance
1986-06-06,D-Day,Observance
1986-06-08,World Oceans Day,United Nations observance
1986-06-11,Kamehameha Day,State holiday
1986-06-12,World Day Against Child Labour,United Nations observance
1986-06-14,World Blood Donor Day,United Nations observance
1986-06-14,Flag Day,Observance
1986-06-15,World Elder Abuse Awareness Day,United Nations observance
1986-06-17,World Day to Combat Desertification and Drought,United Nations observance
1986-06-17,Bunker Hill Day,State holiday
1986-06-18,Ramadan starts,Muslim
1986-06-19,Juneteenth,Local observance
1986-06-19,Emancipation Day,State holiday
1986-06-20,World Refugee Day,United Nations observance
1986-06-20,West Virginia Day,State holiday
1986-06-21,June Solstice,Season
1986-06-21,Fathers' Day,Observance
1986-06-23,Public Service Day,United Nations observance
1986-06-23,International Widows' Day,United Nations observance
1986-06-25,Day of the Seafarer,United Nations observance
1986-06-26,International Day Against Drug Abuse and Illicit Trafficking,United Nations observance
1986-06-26,International Day in Support of Victims of Torture,United Nations observance
1986-07-03,Independence Day observed,National holiday
1986-07-04,International Day of Cooperatives,United Nations observance
1986-07-04,Independence Day,National holiday
1986-07-11,World Population Day,United Nations observance
1986-07-13,Lailat al-Qadr,Muslim
1986-07-18,Eid al-Fitr,Muslim
1986-07-18,Nelson Mandela Day,United Nations observance
1986-07-22,Pi Approximation Day,Worldwide observance
1986-07-24,Pioneer Day,State holiday
1986-07-26,Tisha B'Av,Jewish holiday
1986-07-26,Parents' Day,Observance
1986-07-28,World Hepatitis Day,United Nations observance
1986-07-30,International Day of Friendship,United Nations observance
1986-08-01,Colorado Day,Local observance
1986-08-09,International Day of the World's Indigenous People,United Nations observance
1986-08-10,Victory Day,State holiday
1986-08-12,International Youth Day,United Nations observance
1986-08-15,Assumption of Mary,Christian
1986-08-16,Bennington Battle Day,State holiday
1986-08-17,Bennington Battle Day observed,State holiday
1986-08-19,World Humanitarian Day,United Nations observance
1986-08-19,National Aviation Day,Observance
1986-08-21,Statehood Day in Hawaii,State holiday
1986-08-21,Senior Citizens Day,Observance
1986-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,United Nations observance
1986-08-26,Women's Equality Day,Observance
1986-08-27,Lyndon Baines Johnson Day,State holiday
1986-08-29,International Day against Nuclear Tests,United Nations observance
1986-08-30,International Day of the Victims of Enforced Disappearances,United Nations observance
1986-08-31,International Overdose Awareness Day,Worldwide observance
1986-09-04,World Sexual Health Day,Worldwide observance
1986-09-05,International Day of Charity,United Nations observance
1986-09-07,Labor Day,National holiday
1986-09-08,International Literacy Day,United Nations observance
1986-09-09,California Admission Day,Local observance
1986-09-10,World Suicide Prevention Day,United Nations observance
1986-09-11,Patriot Day,Observance
1986-09-12,International Day for South-South Cooperation,United Nations observance
1986-09-12,Carl Garner Federal Lands Cleanup Day,Observance
1986-09-13,International Programmers' Day,Worldwide observance
1986-09-13,National Grandparents Day,Observance
1986-09-14,Rosh Hashana,State holiday
1986-09-14,Rosh Hashana,Jewish holiday
1986-09-15,International Day of Democracy,United Nations observance
1986-09-16,International Day for the Preservation of the Ozone Layer,United Nations observance
1986-09-17,Constitution Day and Citizenship Day,Observance
1986-09-18,National POW/MIA Recognition Day,Observance
1986-09-19,International Talk Like a Pirate Day,Worldwide observance
1986-09-21,International Day of Peace,United Nations observance
1986-09-22,Emancipation Day,Local observance
1986-09-23,Yom Kippur,State holiday
1986-09-23,Yom Kippur,Jewish holiday
1986-09-23,September equinox,Season
1986-09-23,International Celebrate Bisexuality Day,Worldwide observance
1986-09-24,Eid al-Adha,Muslim
1986-09-24,World Maritime Day,United Nations observance
1986-09-25,Native Americans' Day,Local observance
1986-09-26,World Day against Trafficking Persons,United Nations observance
1986-09-26,International Day for the Total Elimination of Nuclear Weapons,United Nations observance
1986-09-27,World Tourism Day,United Nations observance
1986-09-27,Gold Star Mother's Day,Observance
1986-09-28,First Day of Sukkot,Jewish holiday
1986-09-28,World Rabies Day,United Nations observance
1986-09-29,World Heart Day,United Nations observance
1986-10-01,International Day of Older Persons,United Nations observance
1986-10-01,World Vegetarian Day,Worldwide observance
1986-10-02,International Day of Non-Violence,United Nations observance
1986-10-04,Feast of St Francis of Assisi,Christian
1986-10-04,Last Day of Sukkot,Jewish holiday
1986-10-05,Shmini Atzeret,Jewish holiday
1986-10-05,World Teachers' Day,United Nations observance
1986-10-05,World Habitat Day,United Nations observance
1986-10-05,Child Health Day,Observance
1986-10-06,Simchat Torah,Jewish holiday
1986-10-07,World Cerebral Palsy Day,Worldwide observance
1986-10-08,World Sight Day,United Nations observance
1986-10-09,World Post Day,United Nations observance
1986-10-09,Leif Erikson Day,Observance
1986-10-10,World Mental Health Day,United Nations observance
1986-10-11,International Day of the Girl Child,United Nations observance
1986-10-12,Columbus Day,Local observance
1986-10-12,Columbus Day,National holiday
1986-10-12,Native Americans' Day,Local observance
1986-10-12,Indigenous People's Day,Local observance
1986-10-14,International Day for Natural Disaster Reduction,United Nations observance
1986-10-15,Muharram,Muslim
1986-10-15,International Day of Rural Women,United Nations observance
1986-10-15,White Cane Safety Day,Observance
1986-10-16,World Food Day,United Nations observance
1986-10-16,Boss's Day,Observance
1986-10-17,International Day for the Eradication of Poverty,United Nations observance
1986-10-18,Alaska Day,State holiday
1986-10-19,Alaska Day observed,State holiday
1986-10-24,United Nations Day,United Nations observance
1986-10-24,World Development Information Day,United Nations observance
1986-10-27,World Day for Audiovisual Heritage,United Nations observance
1986-10-29,World Stroke Day,Worldwide observance
1986-10-30,Nevada Day,State holiday
1986-10-31,Halloween,Observance
1986-11-01,All Saints' Day,Christian
1986-11-01,Daylight Saving Time ends,Clock change/Daylight Saving Time
1986-11-01,World Vegan Day,Worldwide observance
1986-11-02,All Souls' Day,Christian
1986-11-02,International Day to End Impunity for Crimes against Journalists,United Nations observance
1986-11-03,Election Day,State holiday
1986-11-06,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,United Nations observance
1986-11-10,World Science Day for Peace and Development,United Nations observance
1986-11-11,Veterans Day,National holiday
1986-11-11,Diwali/Deepavali,Observance
1986-11-12,World Pneumonia Day,United Nations observance
1986-11-13,Friday the 13th,Worldwide observance
1986-11-14,World Diabetes Day,United Nations observance
1986-11-15,World Day of Remembrance for Road Traffic Victims,United Nations observance
1986-11-16,International Day for Tolerance,United Nations observance
1986-11-17,World Prematurity Day,Worldwide observance
1986-11-19,World Philosophy Day,United Nations observance
1986-11-19,World Toilet Day,United Nations observance
1986-11-19,International Men's Day,Worldwide observance
1986-11-20,Universal Children's Day,United Nations observance
1986-11-20,Africa Industrialization Day,United Nations observance
1986-11-21,World Television Day,United Nations observance
1986-11-25,International Day for the Elimination of Violence against Women,United Nations observance
1986-11-26,Thanksgiving Day,National holiday
1986-11-27,Robert E Lee's Birthday,State holiday
1986-11-27,Presidents' Day,State holiday
1986-11-27,Lincoln's Birthday/Lincoln's Day,State holiday
1986-11-27,Black Friday,State holiday
1986-11-27,American Indian Heritage Day,State holiday
1986-11-29,First Sunday of Advent,Christian
1986-11-29,International Day of Solidarity with the Palestinian People,United Nations observance
1986-11-30,Cyber Monday,Observance
1986-12-01,World AIDS Day,United Nations observance
1986-12-02,International Day for the Abolition of Slavery,United Nations observance
1986-12-03,International Day of Persons with Disabilities,United Nations observance
1986-12-05,International Volunteer Day for Economic and Social Development,United Nations observance
1986-12-05,World Soil Day,United Nations observance
1986-12-06,St Nicholas' Day,Observance
1986-12-07,Chanukah/Hanukkah (first day),Jewish holiday
1986-12-07,International Civil Aviation Day,United Nations observance
1986-12-07,Pearl Harbor Remembrance Day,Observance
1986-12-08,Feast of the Immaculate Conception,Christian
1986-12-09,International Anti-Corruption Day,United Nations observance
1986-12-10,Human Rights Day,United Nations observance
1986-12-11,International Mountain Day,United Nations observance
1986-12-12,Feast of Our Lady of Guadalupe,Observance
1986-12-14,Last Day of Chanukah,Jewish holiday
1986-12-17,Pan American Aviation Day,Observance
1986-12-17,Wright Brothers Day,Observance
1986-12-18,International Migrants Day,United Nations observance
1986-12-18,Arabic Language Day,United Nations observance
1986-12-20,International Human Solidarity Day,United Nations observance
1986-12-22,December Solstice,Season
1986-12-24,The Prophet's Birthday,Muslim
1986-12-24,Christmas Eve,State holiday
1986-12-24,Christmas Eve,Cristian Observance
1986-12-24,Washington's Birthday,State holiday
1986-12-25,Christmas Day,National holiday
1986-12-26,Kwanzaa (until Jan 1),Observance
1986-12-26,Day After Christmas Day,Observance
1986-12-26,Day After Christmas Day,State holiday
1986-12-31,New Year's Eve,Observance
1986-12-31,New Year's Eve,State holiday
1987-01-01,New Year's Day,National holiday
1987-01-03,The Prophet's Birthday,Muslim
1987-01-04,World Braille Day,Worldwide observance
1987-01-06,Epiphany,Christian
1987-01-07,Orthodox Christmas Day,Orthodox
1987-01-07,International Programmers' Day,Worldwide observance
1987-01-13,Stephen Foster Memorial Day,Observance
1987-01-14,Orthodox New Year,Orthodox
1987-01-16,Lee Jackson Day,State holiday
1987-01-18,World Religion Day,Worldwide observance
1987-01-19,Martin Luther King Day,National holiday
1987-01-19,Robert E Lee's Birthday,State holiday
1987-01-19,Robert E Lee's Birthday,State holiday
1987-01-19,Confederate Memorial Day,State holiday
1987-01-19,Idaho Human Rights Day,State holiday
1987-01-19,Civil Rights Day,State holiday
1987-01-25,World Leprosy Day,Worldwide observance
1987-01-26,International Customs Day,Worldwide observance
1987-01-27,International Day of Commemoration in Memory of the Victims of the Holocaust,United Nations observance
1987-01-27,e-Day,Worldwide observance
1987-01-29,Kansas Day,Observance
1987-02-01,National Freedom Day,Observance
1987-02-02,World Wetlands Day,Worldwide observance
1987-02-02,Groundhog Day,Observance
1987-02-04,Tu Bishvat/Tu B'Shevat,Jewish holiday
1987-02-04,World Cancer Day,United Nations observance
1987-02-04,Rosa Parks Day,Local observance
1987-02-06,International Day of Zero Tolerance to Female Genital Mutilation,United Nations observance
